loci,chi^2,df,Pr(chi^2 >),Pr.exact
86618:37:-,12.02404272,1,0.000525187,0.001
86618:48:-,3.65E-05,1,0.995179782,1
86618:138:-,2.621401912,1,0.105431256,0.158
86618:235:-,0.291833961,1,0.589047675,0.627
86618:273:-,11.39295533,1,0.000737231,0.003
86618:288:-,8.797272048,1,0.003016813,0.004
86618:292:-,0.313383479,1,0.575611331,0.551
86618:293:-,2.149001283,1,0.142662663,0.136
86618:297:-,0.803915751,1,0.369925197,0.317
86618:345:-,23.58078013,1,1.20E-06,0
86618:356:-,0.17720414,1,0.67378705,0.643
87665:6:+,68.0408071,1,1.11E-16,0
87665:29:+,83.24555372,1,0,0
87665:41:+,19.35209794,1,1.09E-05,0.001
87665:63:+,188.8749037,1,0,0
87665:82:+,79.81529405,1,0,0
87665:97:+,29.16305387,1,6.65E-08,0
87665:112:+,23.65300858,1,1.15E-06,0.001
87681:35:+,16.26307692,1,5.51E-05,0
87681:75:+,218.5841451,1,0,0
87835:10:-,1.288045616,1,0.256408431,0.238
87835:23:-,51.21563158,1,8.28E-13,0
87835:44:-,10.91983614,1,0.0009514,0.014
87835:48:-,35.29606333,1,2.83E-09,0
87835:53:-,13.01577783,1,0.000308877,0.001
87835:57:-,4.617966903,1,0.031638718,0.049
87835:74:-,110.8293712,1,0,0
87917:8:-,45.88564756,1,1.25E-11,0
87917:23:-,65.33519083,1,6.66E-16,0
87917:26:-,55.74535602,1,8.25E-14,0
87917:65:-,83.92958569,1,0,0
87917:67:-,45.88564756,1,1.25E-11,0
87917:72:-,40.14208751,1,2.36E-10,0
87917:137:-,67.81910838,1,2.22E-16,0
87917:269:-,147.6727921,1,0,0
87917:270:-,147.6727921,1,0,0
87917:309:-,70.69639038,1,0,0
87917:332:-,81.80909814,1,0,0
87958:62:-,13.14912667,1,0.000287653,0.001
87958:83:-,14.61759604,1,0.000131679,0.003
87958:135:-,52.96075953,1,3.40E-13,0
87962:10:-,0.955646213,1,0.328286254,0.277
87962:38:-,157.9635056,1,0,0
87962:39:-,1.22864808,1,0.267670115,0.208
87962:67:-,25.14051965,1,5.33E-07,0
87962:100:-,10.18061989,1,0.001419245,0.005
87962:101:-,75.15159194,1,0,0
87962:118:-,5.199273751,1,0.022596327,0.046
87962:133:-,165.7788684,1,0,0
87962:137:-,0.110698725,1,0.739350046,0.527
88046:8:+,55.86193294,1,7.77E-14,0
88046:14:+,70.97403947,1,0,0
88046:25:+,53.44097428,1,2.66E-13,0
88046:38:+,43.6095667,1,4.01E-11,0
88046:40:+,124.7795775,1,0,0
88046:60:+,119.3099588,1,0,0
88046:65:+,28.64955657,1,8.67E-08,0
88046:78:+,53.61745964,1,2.44E-13,0
88046:79:+,82.13871812,1,0,0
88046:81:+,52.0932019,1,5.29E-13,0
88046:89:+,57.16287171,1,4.01E-14,0
88046:106:+,51.07776857,1,8.88E-13,0
88046:110:+,79.65171675,1,0,0
88046:215:+,71.28600172,1,0,0
88046:237:+,41.50126443,1,1.18E-10,0
88046:277:+,90.76711455,1,0,0
88046:286:+,83.29487436,1,0,0
88046:306:+,114.0693843,1,0,0
88046:311:+,60.26378367,1,8.33E-15,0
88046:312:+,40.15147008,1,2.35E-10,0
88046:315:+,60.36945962,1,7.88E-15,0
88430:11:+,26.90061778,1,2.14E-07,0
88430:44:+,0.624603172,1,0.429341844,0.748
88430:48:+,3.011816711,1,0.0826596,0.098
88430:71:+,2.90080685,1,0.088535227,0.089
88430:77:+,2.735903776,1,0.09811598,0.116
88430:104:+,39.67354069,1,3.00E-10,0
88430:110:+,0.032723449,1,0.856449022,1
88430:151:+,0.000255124,1,0.987256262,1
88458:45:-,87.46584205,1,0,0
88458:59:-,63.90686576,1,1.33E-15,0
88458:95:-,76.1868683,1,0,0
88458:98:-,66.73460805,1,3.33E-16,0
88458:117:-,62.55990732,1,2.55E-15,0
88458:124:-,79.99673845,1,0,0
88458:132:-,91.51484887,1,0,0
88458:138:-,64.74829638,1,8.88E-16,0
89019:27:+,157.3685402,1,0,0
89019:109:+,87.0772567,1,0,0
89019:239:+,115.2468385,1,0,0
89019:293:+,119.0590362,1,0,0
89019:311:+,60.92228828,1,5.88E-15,0
89019:347:+,38.39320961,1,5.78E-10,0
89019:359:+,79.59486138,1,0,0
89044:11:-,98.15938955,1,0,0
89044:22:-,97.72779994,1,0,0
89044:78:-,47.43597151,1,5.68E-12,0
89044:98:-,47.66360052,1,5.06E-12,0
89044:104:-,12.01234071,1,0.000528494,0.003
89044:118:-,7.741443995,1,0.005396763,0.011
89044:119:-,47.66360052,1,5.06E-12,0
89044:219:-,11.29685218,1,0.000776386,0.007
89044:249:-,102.9424515,1,0,0
89044:289:-,91.10633802,1,0,0
89044:323:-,60.89063757,1,6.00E-15,0
89044:335:-,189.1014432,1,0,0
89183:37:-,11.60326328,1,0.000658362,0.003
89183:40:-,20.69387755,1,5.39E-06,0
89183:62:-,145.7551022,1,0,0
89183:63:-,113.5688986,1,0,0
89350:39:-,27.7830808,1,1.36E-07,0
89350:40:-,27.87439112,1,1.29E-07,0
89350:42:-,58.83901747,1,1.71E-14,0
89829:7:+,159.9077606,1,0,0
89829:73:+,168.3467196,1,0,0
90261:15:+,48.06146699,1,4.13E-12,0
90261:35:+,50.87999263,1,9.82E-13,0
90261:57:+,48.06146699,1,4.13E-12,0
90261:70:+,16.31660652,1,5.36E-05,0.004
90261:71:+,50.96905235,1,9.38E-13,0
90261:82:+,33.65448553,1,6.58E-09,0
90492:7:+,13.21361968,1,0.000277922,0.004
90492:16:+,2.210042596,1,0.137114885,0.124
90492:113:+,1.002603995,1,0.316681237,0.386
90748:33:-,0.031742022,1,0.858595039,0.563
90748:34:-,41.24993424,1,1.34E-10,0
90748:77:-,16.99962409,1,3.74E-05,0
90748:86:-,2.429355932,1,0.119081817,0.18
90748:93:-,15.04338303,1,0.000105068,0.002
90748:96:-,29.91395005,1,4.52E-08,0
90748:107:-,87.46298793,1,0,0
90748:132:-,11.74738542,1,0.000609288,0.001
90902:29:+,13.75729452,1,0.000208011,0
90902:53:+,69.24390829,1,1.11E-16,0
90902:55:+,1.286109269,1,0.256766203,0.22
90902:142:+,44.06119456,1,3.18E-11,0
90902:174:+,40.16600596,1,2.33E-10,0
90902:197:+,38.9811797,1,4.28E-10,0
90902:220:+,53.17812472,1,3.05E-13,0
91046:48:-,37.82279575,1,7.75E-10,0
91046:69:-,29.83266706,1,4.71E-08,0
91046:118:-,65.92374577,1,4.44E-16,0
91046:119:-,65.92374577,1,4.44E-16,0
91046:126:-,28.70769125,1,8.42E-08,0
91046:146:-,71.42282524,1,0,0
91046:158:-,31.64792403,1,1.85E-08,0
91046:185:-,27.02700525,1,2.01E-07,0
91171:40:+,115.641515,1,0,0
91171:41:+,28.78010996,1,8.11E-08,0
91171:94:+,14.95721369,1,0.000109977,0
91171:100:+,7.115551419,1,0.00764181,0.014
91171:110:+,45.76731362,1,1.33E-11,0
91171:122:+,7.665127607,1,0.005629828,0.003
91171:293:+,73.78366307,1,0,0
91171:303:+,146.0398028,1,0,0
91171:308:+,162.1849761,1,0,0
91171:331:+,19.63507753,1,9.37E-06,0
91171:334:+,5.544866268,1,0.018534973,0.024
91171:353:+,36.0276313,1,1.95E-09,0
91545:96:+,15.00370157,1,0.000107301,0.002
91835:8:-,48.36023378,1,3.55E-12,0
91835:21:-,25.13153567,1,5.35E-07,0
91835:29:-,112.214444,1,0,0
91835:75:-,7.516804815,1,0.006112601,0.012
92119:10:-,1.124335895,1,0.288986736,0.283
92119:37:-,121.3228528,1,0,0
92119:38:-,11.96263739,1,0.00054278,0
92119:45:-,14.78276011,1,0.000120633,0.001
92119:48:-,1.347983654,1,0.245630927,0.231
92119:102:-,21.36455256,1,3.80E-06,0
92119:229:-,80.50455469,1,0,0
92119:230:-,14.76906413,1,0.000121513,0
92181:69:+,56.21298834,1,6.51E-14,0
92181:74:+,90.13840387,1,0,0
92181:80:+,41.35405629,1,1.27E-10,0
92181:82:+,105.7724774,1,0,0
92181:121:+,40.85870788,1,1.64E-10,0
92181:133:+,54.6010422,1,1.48E-13,0
92181:139:+,100.7684084,1,0,0
92487:37:+,61.86754309,1,3.66E-15,0
92487:189:+,87.93808653,1,0,0
92487:191:+,98.81055274,1,0,0
92487:235:+,88.61356482,1,0,0
92513:51:+,60.64990817,1,6.77E-15,0
92513:135:+,6.136409303,1,0.013242596,0.04
92689:186:-,18.47355251,1,1.72E-05,0.001
92689:213:-,18.5973038,1,1.61E-05,0
92689:228:-,68.16291159,1,1.11E-16,0
92689:262:-,2.415265367,1,0.120157607,0.133
92730:6:-,81.52596516,1,0,0
92730:22:-,105.3682726,1,0,0
92730:87:-,100.3534539,1,0,0
92730:115:-,112.3894591,1,0,0
92730:216:-,41.95929747,1,9.32E-11,0
92730:233:-,89.41330253,1,0,0
92730:286:-,80.35148729,1,0,0
92730:306:-,107.7581752,1,0,0
93329:71:+,42.57252188,1,6.81E-11,0
93329:134:+,16.19240444,1,5.72E-05,0.002
93329:193:+,22.33793732,1,2.29E-06,0
93329:199:+,16.30161467,1,5.40E-05,0.002
93329:201:+,16.33170104,1,5.32E-05,0.002
93329:220:+,81.75153422,1,0,0
93329:234:+,118.8838405,1,0,0
93329:247:+,6.751345707,1,0.0093677,0.033
93329:262:+,29.66422525,1,5.14E-08,0
93329:263:+,53.02330873,1,3.30E-13,0
93329:277:+,174.0547047,1,0,0
93704:56:+,200.4795095,1,0,0
93704:83:+,126.7202022,1,0,0
93704:130:+,55.6651635,1,8.59E-14,0
93704:136:+,70.01262795,1,1.11E-16,0
93745:19:+,143.3554432,1,0,0
93745:24:+,138.0892207,1,0,0
93745:25:+,136.6414294,1,0,0
93745:30:+,139.8152538,1,0,0
93745:65:+,26.96433175,1,2.07E-07,0
93745:88:+,39.58239689,1,3.15E-10,0
93745:132:+,34.70239153,1,3.84E-09,0
93745:133:+,41.95851852,1,9.32E-11,0
93745:168:+,68.80409098,1,1.11E-16,0
93745:175:+,76.1800907,1,0,0
93745:180:+,140.8696251,1,0,0
93745:183:+,133.8602448,1,0,0
94132:40:+,204.2016226,1,0,0
94132:46:+,44.00201898,1,3.28E-11,0
94132:89:+,235.9038299,1,0,0
94132:90:+,185.294533,1,0,0
94132:107:+,231.0969489,1,0,0
94132:114:+,202.9821679,1,0,0
94132:123:+,182.4326707,1,0,0
94132:266:+,27.45566798,1,1.61E-07,0
94132:272:+,162.4270285,1,0,0
94132:283:+,61.57521979,1,4.22E-15,0
94132:301:+,157.7949232,1,0,0
94226:20:-,23.9223036,1,1.00E-06,0.001
94226:37:-,23.9223036,1,1.00E-06,0
94226:52:-,108.8045161,1,0,0
94628:6:+,2.484477983,1,0.11497449,0.161
94628:18:+,37.87379517,1,7.55E-10,0
94628:47:+,55.98288898,1,7.31E-14,0
94628:49:+,21.97572693,1,2.76E-06,0
94628:90:+,27.37179321,1,1.68E-07,0
94628:108:+,7.49299471,1,0.006193946,0.008
94636:27:-,50.53773211,1,1.17E-12,0
94636:34:-,39.96092043,1,2.59E-10,0
94636:37:-,22.64362954,1,1.95E-06,0
94636:39:-,33.67958646,1,6.50E-09,0
94636:45:-,54.65372772,1,1.44E-13,0
94636:48:-,31.58922601,1,1.90E-08,0
94636:67:-,36.78062432,1,1.32E-09,0
94636:69:-,38.31666667,1,6.01E-10,0
94636:100:-,26.93266812,1,2.11E-07,0
94636:132:-,55.0942359,1,1.15E-13,0
94692:25:+,121.8916711,1,0,0
94692:45:+,72.47307636,1,0,0
94692:56:+,98.65142264,1,0,0
94692:58:+,125.9687604,1,0,0
94692:66:+,94.67672902,1,0,0
94692:113:+,74.86488554,1,0,0
94750:30:+,94.15169752,1,0,0
94750:34:+,85.11369116,1,0,0
94750:35:+,78.85609632,1,0,0
94750:117:+,96.60274945,1,0,0
94750:240:+,119.9334599,1,0,0
94750:247:+,70.71885206,1,0,0
94750:280:+,65.91007689,1,4.44E-16,0
94873:70:-,49.72726004,1,1.77E-12,0
94873:78:-,40.59503302,1,1.87E-10,0
94873:86:-,10.88815548,1,0.000967812,0.001
94873:94:-,28.61832,1,8.81E-08,0
94873:122:-,24.08922348,1,9.20E-07,0
94873:136:-,157.615715,1,0,0
94873:265:-,133.2590863,1,0,0
94873:303:-,25.53063265,1,4.35E-07,0
95268:28:-,190.1333864,1,0,0
95318:19:-,27.95496791,1,1.24E-07,0
95318:53:-,15.93872738,1,6.54E-05,0
95318:63:-,4.75040578,1,0.029291386,0.039
95318:70:-,5.580766443,1,0.018158774,0.027
95318:80:-,14.76699639,1,0.000121646,0.002
95318:85:-,16.5864739,1,4.65E-05,0
95318:115:-,9.638119181,1,0.001905803,0.007
95318:139:-,5.950392299,1,0.014714011,0.019
95439:63:+,147.9951457,1,0,0
96005:266:-,145.5247808,1,0,0
97074:39:+,48.73756967,1,2.93E-12,0
97074:41:+,15.11555603,1,0.000101127,0.003
97074:61:+,47.58899896,1,5.26E-12,0
97074:88:+,59.43398153,1,1.27E-14,0
97131:26:-,23.81386599,1,1.06E-06,0
97131:133:-,95.50167018,1,0,0
97200:20:-,103.6248963,1,0,0
97200:34:-,171.0902495,1,0,0
97200:58:-,2.745042583,1,0.097556478,0.102
97200:67:-,27.14405734,1,1.89E-07,0
97222:16:-,123.2906236,1,0,0
97222:24:-,33.22956904,1,8.19E-09,0
97222:57:-,171.2855843,1,0,0
97222:110:-,25.86400434,1,3.66E-07,0
97511:8:+,79.97008449,1,0,0
97511:121:+,217.249873,1,0,0
97770:49:+,56.62423426,1,5.27E-14,0
97770:72:+,77.85664977,1,0,0
97770:83:+,57.113026,1,4.12E-14,0
97770:258:+,23.07293082,1,1.56E-06,0
97770:312:+,89.78990521,1,0,0
98560:32:+,11.44220464,1,0.000717946,0.003
98560:104:+,38.28220761,1,6.12E-10,0
98560:105:+,20.71423324,1,5.33E-06,0
98560:110:+,17.98986377,1,2.22E-05,0
98560:176:+,17.68915229,1,2.60E-05,0
98560:182:+,63.78690702,1,1.33E-15,0
98921:13:+,15.91794439,1,6.61E-05,0
98921:32:+,17.59831084,1,2.73E-05,0
98921:39:+,10.87021839,1,0.00097723,0.003
98921:54:+,26.51200195,1,2.62E-07,0
98921:63:+,92.74465009,1,0,0
98921:73:+,52.65444495,1,3.98E-13,0
98921:93:+,0.01266593,1,0.910392866,0.781
98921:111:+,37.21814397,1,1.06E-09,0
98921:126:+,14.48597503,1,0.000141207,0.002
99402:24:-,32.95600456,1,9.43E-09,0
99402:86:-,36.11820935,1,1.86E-09,0
99402:228:-,83.63405287,1,0,0
99402:237:-,94.95894957,1,0,0
99402:266:-,87.39335004,1,0,0
99402:270:-,43.35911552,1,4.56E-11,0
99402:278:-,125.8894241,1,0,0
99402:311:-,102.4673223,1,0,0
99402:322:-,77.80555621,1,0,0
99402:349:-,43.69889199,1,3.83E-11,0
99797:25:-,67.06592392,1,2.22E-16,0
99797:62:-,208.5847739,1,0,0
99797:78:-,20.02385604,1,7.65E-06,0
99995:23:+,3.1751225,1,0.074767605,0.094
99995:35:+,15.6881271,1,7.47E-05,0
99995:62:+,12.77305973,1,0.000351647,0.001
99995:68:+,32.33206752,1,1.30E-08,0
99995:79:+,12.58215042,1,0.000389448,0.001
99995:80:+,10.56763983,1,0.001150846,0.006
99995:85:+,24.55419849,1,7.22E-07,0
99995:172:+,12.97315259,1,0.000315989,0
100006:22:+,83.6015842,1,0,0
100006:28:+,50.94267337,1,9.51E-13,0
100006:29:+,86.34508927,1,0,0
100006:34:+,162.9159076,1,0,0
100006:75:+,95.28380232,1,0,0
100006:88:+,55.27391612,1,1.05E-13,0
100006:101:+,106.4492674,1,0,0
100006:120:+,60.83415744,1,6.22E-15,0
100006:137:+,63.6675804,1,1.44E-15,0
100247:14:-,105.9729086,1,0,0
100247:17:-,103.2106382,1,0,0
100247:36:-,52.13321281,1,5.19E-13,0
100247:84:-,196.494629,1,0,0
100247:140:-,15.71884686,1,7.35E-05,0.003
100249:76:+,12.04629294,1,0.000518955,0.002
100249:83:+,6.298054708,1,0.012087054,0.014
100249:249:+,35.12643678,1,3.09E-09,0
100249:254:+,29.49204471,1,5.61E-08,0
100249:258:+,27.80492693,1,1.34E-07,0
100249:340:+,57.61194931,1,3.20E-14,0
100564:41:+,84.80854396,1,0,0
100564:114:+,68.75594424,1,1.11E-16,0
100802:8:-,89.91464022,1,0,0
100802:68:-,26.80756232,1,2.25E-07,0.001
100802:81:-,56.49547369,1,5.63E-14,0
100802:98:-,55.07000488,1,1.16E-13,0
100802:104:-,16.04898094,1,6.17E-05,0.002
100802:117:-,70.80132818,1,0,0
100802:246:-,64.66412693,1,8.88E-16,0
100802:264:-,32.39313922,1,1.26E-08,0
100802:271:-,52.43503876,1,4.45E-13,0
100802:280:-,114.4164639,1,0,0
100802:321:-,51.32287003,1,7.84E-13,0
100802:337:-,27.95106777,1,1.24E-07,0
100840:11:+,56.28752399,1,6.26E-14,0
100840:15:+,140.3270155,1,0,0
100840:29:+,73.0821391,1,0,0
100840:33:+,117.311086,1,0,0
100840:40:+,50.93921526,1,9.53E-13,0
100840:59:+,106.4921834,1,0,0
100840:67:+,103.2860085,1,0,0
100840:87:+,75,1,0,0
100840:98:+,81.17034497,1,0,0
100840:115:+,76.03093235,1,0,0
100840:134:+,172.3400645,1,0,0
100944:53:+,48.80872714,1,2.82E-12,0
100944:128:+,9.654543382,1,0.001888838,0.004
100944:136:+,16.86676993,1,4.01E-05,0
100944:148:+,47.99872557,1,4.26E-12,0
100944:182:+,16.40765554,1,5.11E-05,0
100944:201:+,27.21910239,1,1.82E-07,0
101141:24:-,4.631199543,1,0.031395606,0.031
101141:63:-,0.001300994,1,0.971227111,1
101141:89:-,50.46605214,1,1.21E-12,0
101141:90:-,51.22583421,1,8.23E-13,0
101141:147:-,0.293761021,1,0.587820399,0.811
101141:157:-,6.21276461,1,0.01268324,0.02
101252:78:-,54.86463659,1,1.29E-13,0
101252:81:-,2.731085098,1,0.0984124,0.117
101252:109:-,34.33340266,1,4.64E-09,0
101252:111:-,13.40393785,1,0.000251097,0.001
101252:121:-,227.5603545,1,0,0
101252:135:-,220.1928854,1,0,0
101252:209:-,101.1706577,1,0,0
101252:214:-,251.1793023,1,0,0
101252:229:-,45.57181806,1,1.47E-11,0
101252:242:-,36.74788226,1,1.34E-09,0
101252:282:-,251.1793023,1,0,0
101252:294:-,233.5493059,1,0,0
101252:297:-,239.6791659,1,0,0
101499:50:-,58.83866989,1,1.71E-14,0
101499:55:-,65.21445984,1,6.66E-16,0
101499:72:-,21.0113963,1,4.57E-06,0
101499:77:-,14.53837838,1,0.000137333,0.001
101499:81:-,13.38089442,1,0.0002542,0.002
101499:92:-,61.01661275,1,5.66E-15,0
101499:100:-,49.21264015,1,2.30E-12,0
101499:108:-,19.83499558,1,8.44E-06,0.001
101499:115:-,62.24525481,1,3.00E-15,0
101499:126:-,53.18051149,1,3.04E-13,0
101499:129:-,53.56938726,1,2.50E-13,0
101499:139:-,49.29964815,1,2.20E-12,0
101520:56:-,24.3058301,1,8.22E-07,0
101520:122:-,17.10311145,1,3.54E-05,0
101658:51:-,54.96840513,1,1.22E-13,0
101658:52:-,114.224582,1,0,0
101658:89:-,91.93239796,1,0,0
101658:123:-,154.5671496,1,0,0
101658:125:-,76.6754349,1,0,0
101658:319:-,151.1856634,1,0,0
102298:101:+,38.95764345,1,4.33E-10,0
102351:56:-,60.67259005,1,6.77E-15,0
102351:85:-,16.45783315,1,4.97E-05,0
102351:137:-,93.86847282,1,0,0
102530:9:+,73.49915542,1,0,0
102530:63:+,14.26894111,1,0.000158458,0.001
102530:134:+,26.5354923,1,2.59E-07,0
102530:317:+,30.80974041,1,2.85E-08,0
102530:381:+,38.39042791,1,5.79E-10,0
102538:19:-,0.563288279,1,0.452938371,0.43
102538:64:-,14.46382271,1,0.000142877,0.002
102729:14:-,69.27317352,1,1.11E-16,0
102729:38:-,58.64874321,1,1.89E-14,0
102729:103:-,74.00755102,1,0,0
102729:105:-,19.54753784,1,9.81E-06,0
102729:113:-,189.8851872,1,0,0
102729:277:-,6.452290242,1,0.011080941,0.017
102729:290:-,24.76242116,1,6.48E-07,0
102729:313:-,228.1937346,1,0,0
102736:96:-,115.8298661,1,0,0
102736:104:-,168.9159528,1,0,0
102948:90:-,171.8337612,1,0,0
102948:101:-,79.80948507,1,0,0
103510:50:-,43.13616002,1,5.11E-11,0
103510:64:-,80.84652242,1,0,0
103510:107:-,26.89245858,1,2.15E-07,0
103510:114:-,81.94170731,1,0,0
103510:140:-,20.36090989,1,6.41E-06,0
103510:166:-,19.88566332,1,8.22E-06,0
103510:208:-,155.3071895,1,0,0
104333:22:-,20.6528948,1,5.51E-06,0
104333:45:-,7.20694167,1,0.007262214,0.04
104333:70:-,2.503154789,1,0.113618493,0.119
104333:129:-,9.006101908,1,0.002690797,0.011
104620:34:+,18.16733259,1,2.02E-05,0.001
104620:53:+,12.93879649,1,0.000321842,0.002
104620:90:+,100.9648634,1,0,0
104710:21:+,83.31769671,1,0,0
104710:62:+,4.245904167,1,0.039345114,0.066
104710:69:+,13.3179132,1,0.000262883,0.007
104710:72:+,54.96840513,1,1.22E-13,0
104710:83:+,23.06876375,1,1.56E-06,0
104710:99:+,112.6945434,1,0,0
104815:22:+,0.244212426,1,0.621180096,1
104815:45:+,0.032914592,1,0.856034945,0.71
104815:53:+,3.681512596,1,0.055018916,0.071
104815:70:+,43.20470519,1,4.93E-11,0
104815:84:+,0.032914592,1,0.856034945,0.751
104815:121:+,1.843644515,1,0.174524388,0.407
104815:169:+,1.60133295,1,0.205714415,0.391
104820:26:-,51.71980907,1,6.40E-13,0
104820:122:-,58.24550135,1,2.31E-14,0
104839:74:-,0.001054545,1,0.974094237,1
104839:103:-,0.009383346,1,0.922831482,1
104839:114:-,0.009383346,1,0.922831482,1
104839:236:-,1.03564401,1,0.308836729,0.322
104839:274:-,0.026124109,1,0.871597591,1
104839:288:-,0.263248425,1,0.607897175,0.843
104845:20:+,4.910268944,1,0.026697484,0.049
104854:86:+,113.2179525,1,0,0
104854:124:+,117.2053872,1,0,0
104873:38:-,2.023226756,1,0.154909654,0.156
104873:49:-,15.50484214,1,8.23E-05,0
104873:138:-,8.227096869,1,0.004126949,0.017
104873:171:-,13.94275398,1,0.000188463,0
104873:191:-,16.26927024,1,5.49E-05,0
104873:228:-,27.74893533,1,1.38E-07,0
104873:246:-,21.85384386,1,2.94E-06,0
104873:247:-,18.85529096,1,1.41E-05,0
104873:299:-,15.63490893,1,7.68E-05,0.003
104882:86:+,36.97345865,1,1.20E-09,0
104945:7:-,55.68696644,1,8.49E-14,0
104945:14:-,64.06991482,1,1.22E-15,0
104945:56:-,81.78953353,1,0,0
104945:83:-,30.77932476,1,2.89E-08,0
104945:84:-,30.5885666,1,3.19E-08,0
104945:102:-,42.68705695,1,6.42E-11,0
104945:253:-,38.42788834,1,5.68E-10,0
104945:275:-,61.25916372,1,5.00E-15,0
104956:7:-,53.27215592,1,2.90E-13,0
104956:43:-,43.01933158,1,5.42E-11,0
104956:49:-,54.82074074,1,1.32E-13,0
104956:61:-,54.22090909,1,1.79E-13,0
104956:193:-,68.63666222,1,1.11E-16,0
104956:229:-,68.18412066,1,1.11E-16,0
104956:289:-,55.19814868,1,1.09E-13,0
105154:36:+,35.89523751,1,2.08E-09,0
105225:7:-,8.740691057,1,0.003111866,0.007
105225:13:-,6.353563334,1,0.011714577,0.037
105225:31:-,5.915135363,1,0.01501135,0.023
105225:87:-,7.18363431,1,0.007357153,0.012
105225:103:-,17.20238616,1,3.36E-05,0.003
105225:109:-,5.871983345,1,0.015383711,0.026
105225:248:-,28.64346267,1,8.70E-08,0
105225:272:-,32.71698113,1,1.07E-08,0
105225:293:-,35.52505411,1,2.52E-09,0
105225:294:-,30.94569467,1,2.65E-08,0
105225:328:-,62.30717829,1,2.89E-15,0
105225:331:-,29.71085785,1,5.02E-08,0
105314:19:-,11.87356634,1,0.000569363,0.003
105314:28:-,8.307034845,1,0.003949181,0.012
105314:68:-,12.9950747,1,0.000312311,0.001
105314:69:-,13.25479991,1,0.000271883,0.004
105314:77:-,2.810451362,1,0.093652023,0.107
105314:136:-,3.442100572,1,0.063554841,0.092
105524:18:+,1.014403485,1,0.313850207,0.283
105524:19:+,1.000867379,1,0.317100718,0.284
105524:88:+,5.972207545,1,0.014533076,0.042
105524:96:+,1.980515573,1,0.159336103,0.206
105524:97:+,20.69436271,1,5.39E-06,0
105524:105:+,5.315250097,1,0.021139559,0.035
105524:132:+,21.92701099,1,2.83E-06,0
105524:149:+,27.85792191,1,1.31E-07,0
105524:157:+,13.64651801,1,0.00022065,0
105524:164:+,9.670700258,1,0.001872299,0.009
105524:175:+,9.670700258,1,0.001872299,0.001
105524:176:+,9.670700258,1,0.001872299,0.006
105524:180:+,50.63148347,1,1.11E-12,0
105524:202:+,3.127080337,1,0.077001531,0.081
105596:63:+,16.43931764,1,5.02E-05,0
105713:136:+,13.28457886,1,0.000267598,0
105716:23:+,7.955028691,1,0.004795395,0.007
105716:50:+,8.389374002,1,0.003774209,0.003
105716:204:+,9.818757588,1,0.00172741,0.001
105716:208:+,9.240504353,1,0.002367197,0.001
105716:224:+,13.85831294,1,0.000197123,0.004
105720:51:+,4.799174673,1,0.028473374,0.024
105720:129:+,4.799174673,1,0.028473374,0.04
105721:45:-,32.02712537,1,1.52E-08,0
105721:82:-,35.70071335,1,2.30E-09,0
105721:252:-,35.70206533,1,2.30E-09,0
105721:271:-,33.19301761,1,8.34E-09,0
105721:321:-,34.0224168,1,5.45E-09,0
105721:334:-,33.36459065,1,7.64E-09,0
105801:11:-,26.00524714,1,3.40E-07,0
106023:17:+,18.72508063,1,1.51E-05,0
106023:76:+,10.06011219,1,0.00151514,0.013
106023:104:+,12.38755904,1,0.000432204,0.001
106023:127:+,12.28523126,1,0.000456557,0.002
106023:181:+,70.44614532,1,0,0
106023:211:+,79.02040816,1,0,0
106023:231:+,56.74975206,1,4.95E-14,0
106023:267:+,130.3641671,1,0,0
106387:41:+,55.0838149,1,1.15E-13,0
106387:42:+,55.0838149,1,1.15E-13,0
106387:50:+,39.72516524,1,2.92E-10,0
106387:55:+,36.16086073,1,1.82E-09,0
106387:81:+,27.86056167,1,1.30E-07,0
106387:114:+,27.29602301,1,1.75E-07,0
106387:131:+,24.00122559,1,9.63E-07,0
106387:193:+,106.8716525,1,0,0
106444:10:+,31.84949189,1,1.67E-08,0
106444:12:+,24.18735467,1,8.74E-07,0
106444:14:+,5.245165703,1,0.022007832,0.022
106444:18:+,11.51786158,1,0.000689306,0.007
106444:19:+,4.565132571,1,0.032629149,0.057
106444:38:+,11.15046099,1,0.000840108,0.007
106444:99:+,14.70962825,1,0.000125404,0.001
106444:105:+,31.84949189,1,1.67E-08,0
106468:107:-,46.36192843,1,9.83E-12,0
106468:135:-,48.40256094,1,3.47E-12,0
106468:139:-,36.18346549,1,1.80E-09,0
106485:11:+,62.40822905,1,2.78E-15,0
106485:25:+,138.4650471,1,0,0
106485:32:+,85.79166874,1,0,0
